,emotion
24472,joy
24473,joy
24474,joy
24475,joy
24476,joy
24477,joy
24478,joy
24479,joy
24480,joy
24481,joy
24482,joy
24483,joy
24484,joy
24485,joy
24486,joy
24487,joy
24488,joy
24489,joy
24490,joy
24491,joy
24492,joy
24493,joy
24494,neutral
24495,joy
24496,joy
24497,joy
24498,joy
24499,joy
24500,joy
24501,joy
24502,joy
24503,joy
24504,joy
24505,sadness
24506,joy
24507,fear
24508,joy
24509,joy
24510,joy
24511,neutral
24512,neutral
24513,joy
24514,sadness
24515,neutral
24516,joy
24517,joy
24518,joy
24519,joy
24520,neutral
24521,joy
24522,joy
24523,joy
24524,joy
24525,disgust
24526,joy
24527,joy
24528,joy
24529,neutral
24530,joy
24531,joy
24532,neutral
24533,joy
24534,joy
24535,joy
24536,joy
24537,joy
24538,joy
24539,joy
24540,joy
24541,joy
24542,joy
24543,joy
24544,joy
24545,joy
24546,joy
24547,joy
24548,joy
24549,joy
24550,joy
24551,joy
24552,joy
24553,joy
24554,joy
24555,neutral
24556,neutral
24557,joy
24558,joy
24559,joy
24560,joy
24561,joy
24562,joy
24563,joy
24564,neutral
24565,neutral
24566,joy
24567,joy
24568,disgust
24569,joy
24570,joy
24571,neutral
24572,joy
24573,joy
24574,joy
24575,joy
24576,neutral
24577,joy
24578,joy
24579,joy
24580,sadness
24581,neutral
24582,joy
24583,joy
24584,neutral
24585,joy
24586,joy
24587,joy
24588,joy
24589,sadness
24590,joy
24591,joy
24592,joy
24593,joy
24594,joy
24595,sadness
24596,joy
24597,joy
24598,joy
24599,joy
24600,joy
24601,joy
24602,joy
24603,neutral
24604,joy
24605,joy
24606,joy
24607,joy
24608,joy
24609,joy
24610,joy
24611,joy
24612,joy
24613,joy
24614,joy
24615,neutral
24616,joy
24617,joy
24618,joy
24619,joy
24620,disgust
24621,joy
24622,joy
24623,neutral
24624,joy
24625,joy
24626,joy
24627,joy
24628,joy
24629,joy
24630,neutral
24631,joy
24632,joy
24633,joy
24634,joy
24635,joy
24636,joy
24637,joy
24638,joy
24639,joy
24640,joy
24641,joy
24642,joy
24643,joy
24644,joy
24645,neutral
24646,sadness
24647,joy
24648,neutral
24649,joy
24650,joy
24651,joy
24652,neutral
24653,joy
24654,joy
24655,joy
24656,sadness
24657,joy
24658,joy
24659,joy
24660,joy
24661,joy
24662,joy
24663,joy
24664,joy
24665,joy
24666,joy
24667,joy
24668,joy
24669,sadness
24670,joy
24671,joy
24672,joy
24673,joy
24674,joy
24675,joy
24676,joy
24677,joy
24678,joy
24679,neutral
24680,joy
24681,anger
24682,neutral
24683,joy
24684,joy
24685,joy
24686,joy
24687,joy
24688,joy
24689,joy
24690,joy
24691,joy
24692,joy
24693,joy
24694,joy
24695,neutral
24696,joy
24697,joy
24698,neutral
24699,joy
24700,joy
24701,joy
24702,joy
24703,joy
24704,joy
24705,neutral
24706,joy
24707,joy
24708,joy
24709,joy
24710,joy
24711,anger
24712,joy
24713,joy
24714,joy
24715,joy
24716,joy
24717,joy
24718,joy
24719,joy
24720,neutral
24721,joy
24722,joy
24723,sadness
24724,joy
24725,neutral
24726,joy
24727,joy
24728,neutral
24729,joy
24730,neutral
24731,anger
24732,neutral
24733,joy
24734,joy
24735,joy
24736,joy
24737,joy
24738,joy
24739,joy
24740,joy
24741,neutral
24742,joy
24743,joy
24744,joy
24745,joy
24746,joy
24747,joy
24748,joy
24749,joy
24750,joy
24751,joy
24752,joy
24753,joy
24754,joy
24755,anger
24756,joy
24757,neutral
24758,neutral
24759,neutral
24760,joy
24761,joy
24762,sadness
24763,joy
24764,neutral
24765,joy
24766,joy
24767,joy
24768,joy
24769,joy
24770,joy
24771,joy
24772,joy
24773,neutral
24774,joy
24775,joy
24776,joy
24777,joy
24778,joy
24779,joy
24780,joy
24781,joy
24782,joy
24783,joy
24784,joy
24785,neutral
24786,joy
24787,joy
24788,joy
24789,joy
24790,joy
24791,joy
24792,neutral
24793,joy
24794,sadness
24795,joy
24796,sadness
24797,joy
24798,joy
24799,joy
24800,joy
24801,joy
24802,joy
24803,joy
24804,sadness
24805,neutral
24806,joy
24807,joy
24808,joy
24809,joy
24810,joy
24811,joy
24812,joy
24813,joy
24814,joy
24815,joy
24816,joy
24817,joy
24818,joy
24819,joy
24820,joy
24821,joy
24822,neutral
24823,joy
24824,joy
24825,neutral
24826,neutral
24827,joy
24828,neutral
24829,joy
24830,neutral
24831,joy
24832,joy
24833,joy
24834,sadness
24835,joy
24836,joy
24837,joy
24838,disgust
24839,joy
24840,joy
24841,joy
24842,joy
24843,joy
24844,joy
24845,joy
24846,joy
24847,joy
24848,joy
24849,joy
24850,joy
24851,joy
24852,disgust
24853,joy
24854,joy
24855,joy
24856,joy
24857,joy
24858,joy
24859,joy
24860,joy
24861,joy
24862,joy
24863,joy
24864,joy
24865,joy
24866,joy
24867,joy
24868,joy
24869,joy
24870,joy
24871,joy
24872,joy
24873,joy
24874,joy
24875,joy
24876,joy
24877,joy
24878,neutral
24879,anger
24880,joy
24881,joy
24882,joy
24883,joy
24884,joy
24885,joy
24886,joy
24887,neutral
24888,joy
24889,joy
24890,neutral
24891,joy
24892,joy
24893,joy
24894,joy
24895,neutral
24896,joy
24897,joy
24898,neutral
24899,joy
24900,joy
24901,joy
24902,joy
24903,joy
24904,joy
24905,joy
24906,joy
24907,joy
24908,joy
24909,joy
24910,joy
24911,joy
24912,joy
24913,anger
24914,joy
24915,joy
24916,joy
24917,joy
24918,neutral
24919,joy
24920,joy
24921,joy
24922,joy
24923,joy
24924,joy
24925,joy
24926,fear
24927,joy
24928,joy
24929,joy
24930,joy
24931,joy
24932,joy
24933,joy
24934,joy
24935,joy
24936,disgust
24937,joy
24938,joy
24939,joy
24940,joy
24941,joy
24942,joy
24943,joy
24944,joy
24945,joy
24946,joy
24947,neutral
24948,neutral
24949,joy
24950,joy
24951,joy
24952,joy
24953,joy
24954,joy
24955,joy
24956,joy
24957,joy
24958,joy
24959,joy
24960,joy
24961,joy
24962,joy
24963,joy
24964,anger
24965,fear
24966,joy
24967,joy
24968,neutral
24969,joy
24970,joy
24971,joy
24972,joy
24973,joy
24974,joy
24975,joy
24976,sadness
24977,neutral
24978,joy
24979,joy
24980,joy
24981,joy
24982,joy
24983,neutral
24984,joy
24985,joy
24986,joy
24987,joy
24988,joy
24989,neutral
24990,joy
24991,joy
24992,joy
24993,joy
24994,joy
24995,joy
24996,joy
24997,joy
24998,joy
24999,joy
25000,joy
25001,joy
25002,neutral
25003,joy
25004,neutral
25005,joy
25006,joy
25007,joy
25008,neutral
25009,joy
25010,joy
25011,joy
25012,joy
25013,joy
25014,joy
25015,joy
25016,joy
25017,joy
25018,joy
25019,joy
25020,anger
25021,joy
25022,joy
25023,joy
25024,joy
25025,joy
25026,joy
25027,joy
25028,joy
25029,anger
25030,neutral
25031,joy
25032,joy
25033,neutral
25034,joy
25035,joy
25036,joy
25037,joy
25038,neutral
25039,joy
25040,neutral
25041,joy
25042,joy
25043,joy
25044,joy
25045,joy
25046,neutral
25047,joy
25048,joy
25049,joy
25050,neutral
25051,joy
25052,joy
25053,joy
25054,joy
25055,joy
25056,neutral
25057,joy
25058,joy
25059,joy
25060,neutral
25061,joy
25062,sadness
25063,joy
25064,neutral
25065,joy
25066,joy
25067,joy
25068,neutral
25069,joy
25070,neutral
25071,joy
25072,joy
25073,joy
25074,joy
25075,sadness
25076,joy
25077,neutral
25078,joy
25079,neutral
25080,joy
25081,joy
25082,joy
25083,joy
25084,joy
25085,joy
25086,joy
25087,joy
25088,joy
25089,joy
25090,joy
25091,joy
25092,joy
25093,joy
25094,joy
25095,joy
25096,joy
25097,joy
25098,sadness
25099,joy
25100,joy
25101,joy
25102,sadness
25103,joy
25104,joy
25105,joy
25106,joy
25107,joy
25108,joy
25109,joy
25110,joy
25111,joy
25112,joy
25113,joy
25114,joy
25115,joy
25116,joy
25117,joy
25118,neutral
25119,joy
25120,joy
25121,joy
25122,joy
25123,joy
25124,joy
25125,joy
25126,joy
25127,joy
25128,joy
25129,joy
25130,joy
25131,joy
25132,joy
25133,joy
25134,joy
25135,joy
25136,joy
25137,neutral
25138,joy
25139,sadness
25140,joy
25141,anger
25142,joy
25143,joy
25144,joy
25145,joy
25146,joy
25147,joy
25148,joy
25149,neutral
25150,anger
25151,joy
25152,anger
25153,anger
25154,joy
25155,joy
25156,joy
25157,joy
25158,neutral
25159,anger
25160,joy
25161,joy
25162,joy
25163,neutral
25164,joy
25165,joy
25166,joy
25167,joy
25168,joy
25169,joy
25170,joy
25171,joy
25172,joy
25173,joy
25174,joy
25175,joy
25176,joy
25177,joy
25178,neutral
25179,neutral
25180,joy
25181,joy
25182,joy
25183,joy
25184,joy
25185,joy
25186,joy
25187,joy
25188,joy
25189,joy
25190,joy
25191,neutral
25192,joy
25193,neutral
25194,joy
25195,anger
25196,joy
25197,neutral
25198,joy
25199,sadness
25200,joy
25201,joy
25202,joy
25203,neutral
25204,joy
25205,anger
25206,joy
25207,neutral
25208,joy
25209,joy
25210,joy
25211,joy
25212,joy
25213,joy
25214,joy
25215,joy
25216,joy
25217,neutral
25218,joy
25219,joy
25220,joy
25221,neutral
25222,sadness
25223,disgust
25224,joy
25225,joy
25226,joy
25227,sadness
25228,disgust
25229,neutral
25230,joy
25231,joy
25232,joy
25233,joy
25234,joy
25235,joy
25236,joy
25237,joy
25238,neutral
25239,joy
25240,joy
25241,joy
25242,joy
25243,joy
25244,joy
25245,joy
25246,joy
25247,neutral
25248,joy
25249,neutral
25250,joy
25251,joy
25252,joy
25253,neutral
25254,joy
25255,joy
25256,joy
25257,joy
25258,joy
25259,joy
25260,joy
25261,joy
25262,joy
25263,joy
25264,joy
25265,joy
25266,joy
25267,joy
25268,joy
25269,joy
25270,joy
25271,joy
25272,joy
25273,joy
25274,joy
25275,joy
25276,joy
25277,joy
25278,joy
25279,joy
25280,joy
25281,joy
25282,neutral
25283,neutral
25284,joy
25285,joy
25286,joy
25287,joy
25288,joy
25289,neutral
25290,joy
25291,joy
25292,joy
25293,joy
25294,sadness
25295,joy
25296,joy
25297,joy
25298,joy
25299,joy
25300,joy
25301,joy
25302,joy
25303,neutral
25304,joy
25305,joy
25306,joy
25307,joy
25308,joy
25309,joy
25310,joy
25311,joy
25312,disgust
25313,joy
25314,joy
25315,joy
25316,joy
25317,joy
25318,sadness
25319,joy
25320,joy
25321,neutral
25322,sadness
25323,joy
25324,joy
25325,sadness
25326,joy
25327,joy
25328,joy
25329,joy
25330,joy
25331,joy
25332,joy
25333,neutral
25334,joy
25335,joy
25336,joy
25337,joy
25338,joy
25339,joy
25340,joy
25341,joy
25342,joy
25343,disgust
25344,joy
25345,joy
25346,joy
25347,joy
25348,joy
25349,joy
25350,joy
25351,joy
25352,sadness
25353,neutral
25354,joy
25355,joy
25356,joy
25357,joy
25358,joy
25359,joy
25360,joy
25361,joy
25362,joy
25363,joy
25364,joy
25365,joy
25366,joy
25367,joy
25368,joy
25369,joy
25370,joy
25371,joy
25372,joy
25373,sadness
25374,joy
25375,joy
25376,joy
25377,joy
25378,joy
25379,joy
25380,joy
25381,joy
25382,joy
25383,joy
25384,joy
25385,joy
25386,joy
25387,joy
25388,sadness
25389,joy
25390,joy
25391,neutral
25392,sadness
25393,joy
25394,joy
25395,joy
25396,anger
25397,joy
25398,joy
25399,joy
25400,sadness
25401,joy
25402,neutral
25403,neutral
25404,joy
25405,joy
25406,joy
25407,joy
25408,joy
25409,joy
25410,joy
25411,joy
25412,joy
25413,joy
25414,joy
25415,joy
25416,joy
25417,neutral
25418,sadness
25419,joy
25420,joy
25421,joy
25422,joy
25423,joy
25424,joy
25425,joy
25426,joy
25427,joy
25428,joy
25429,joy
25430,joy
25431,joy
25432,joy
25433,joy
25434,joy
25435,joy
25436,joy
25437,joy
25438,joy
25439,joy
25440,joy
25441,joy
25442,joy
25443,joy
25444,joy
25445,joy
25446,joy
25447,joy
25448,joy
25449,neutral
25450,joy
25451,joy
25452,joy
25453,joy
25454,joy
25455,neutral
25456,joy
25457,neutral
25458,joy
25459,joy
25460,joy
25461,neutral
25462,joy
25463,neutral
25464,neutral
25465,joy
25466,joy
25467,neutral
25468,neutral
25469,joy
25470,joy
25471,joy
25472,sadness
25473,neutral
25474,disgust
25475,sadness
25476,joy
25477,sadness
25478,joy
25479,joy
25480,joy
25481,joy
25482,sadness
25483,joy
25484,joy
25485,joy
25486,joy
25487,joy
25488,anger
25489,neutral
25490,neutral
25491,joy
25492,joy
25493,joy
25494,joy
25495,joy
25496,joy
25497,sadness
25498,joy
25499,neutral
25500,neutral
25501,joy
25502,joy
25503,joy
25504,anger
25505,joy
25506,joy
25507,joy
25508,sadness
25509,joy
25510,joy
25511,joy
25512,joy
25513,joy
25514,joy
25515,neutral
25516,joy
25517,joy
25518,joy
25519,joy
25520,joy
25521,joy
25522,joy
25523,joy
25524,joy
25525,neutral
25526,joy
25527,neutral
25528,joy
25529,joy
25530,joy
25531,joy
25532,neutral
25533,joy
25534,joy
25535,joy
25536,joy
25537,joy
25538,joy
25539,joy
25540,joy
25541,joy
25542,joy
25543,joy
25544,neutral
25545,joy
25546,joy
25547,neutral
25548,joy
25549,joy
25550,joy
25551,joy
25552,joy
25553,joy
25554,joy
25555,joy
25556,joy
25557,joy
25558,joy
25559,joy
25560,sadness
25561,joy
25562,joy
25563,joy
25564,joy
25565,joy
25566,joy
25567,joy
25568,joy
25569,joy
25570,joy
25571,anger
25572,neutral
25573,anger
25574,joy
25575,neutral
25576,joy
25577,neutral
25578,joy
25579,neutral
25580,joy
25581,joy
25582,anger
25583,neutral
25584,joy
25585,joy
25586,joy
25587,neutral
25588,joy
25589,joy
25590,joy
25591,neutral
25592,neutral
25593,joy
25594,joy
25595,joy
25596,joy
25597,disgust
25598,joy
25599,joy
25600,joy
25601,neutral
25602,joy
25603,joy
25604,joy
25605,joy
25606,anger
25607,joy
25608,joy
25609,joy
25610,joy
25611,joy
25612,joy
25613,joy
25614,joy
25615,joy
25616,sadness
25617,joy
25618,joy
25619,neutral
25620,joy
25621,neutral
25622,joy
25623,joy
25624,joy
25625,joy
25626,joy
25627,joy
25628,joy
25629,joy
25630,joy
25631,sadness
25632,joy
25633,joy
25634,joy
25635,disgust
25636,joy
25637,joy
25638,joy
25639,joy
25640,joy
25641,joy
25642,joy
25643,joy
25644,joy
25645,joy
25646,joy
25647,joy
25648,joy
25649,joy
25650,joy
25651,joy
25652,joy
25653,joy
25654,disgust
25655,joy
25656,neutral
25657,joy
25658,joy
25659,joy
25660,joy
25661,joy
25662,joy
25663,joy
25664,joy
25665,joy
25666,joy
25667,joy
25668,neutral
25669,neutral
25670,sadness
25671,joy
25672,joy
25673,joy
25674,joy
25675,joy
25676,joy
25677,joy
25678,neutral
25679,neutral
25680,joy
25681,joy
25682,sadness
25683,joy
25684,neutral
25685,joy
25686,joy
25687,joy
25688,joy
25689,neutral
25690,joy
25691,joy
25692,joy
25693,joy
25694,joy
25695,joy
25696,neutral
25697,joy
25698,joy
25699,joy
25700,joy
25701,neutral
25702,anger
25703,joy
25704,joy
25705,joy
25706,joy
25707,joy
25708,joy
25709,neutral
25710,joy
25711,joy
25712,joy
25713,joy
25714,neutral
25715,anger
25716,joy
25717,joy
25718,sadness
25719,neutral
25720,joy
25721,joy
25722,joy
25723,joy
25724,joy
25725,joy
25726,joy
25727,joy
25728,joy
25729,joy
25730,joy
25731,neutral
25732,joy
25733,joy
25734,joy
25735,sadness
25736,joy
25737,joy
25738,joy
25739,sadness
25740,neutral
25741,joy
25742,joy
25743,joy
25744,joy
25745,joy
25746,joy
25747,joy
25748,joy
25749,sadness
25750,joy
25751,joy
25752,joy
25753,joy
25754,joy
25755,joy
25756,joy
25757,joy
25758,joy
25759,joy
25760,joy
25761,neutral
25762,joy
25763,neutral
25764,joy
25765,joy
25766,joy
25767,joy
25768,joy
25769,joy
25770,joy
25771,joy
25772,joy
25773,joy
25774,sadness
25775,neutral
25776,joy
25777,joy
25778,joy
25779,joy
25780,joy
25781,joy
25782,joy
25783,joy
25784,joy
25785,disgust
25786,joy
25787,joy
25788,joy
25789,joy
25790,fear
25791,joy
25792,joy
25793,joy
25794,joy
25795,disgust
25796,sadness
25797,joy
25798,joy
25799,joy
25800,joy
25801,joy
25802,joy
25803,joy
25804,joy
25805,joy
25806,neutral
25807,joy
25808,joy
25809,joy
25810,joy
25811,joy
25812,joy
25813,joy
25814,neutral
25815,joy
25816,joy
25817,joy
25818,joy
25819,joy
25820,joy
25821,joy
25822,joy
25823,joy
25824,joy
25825,joy
25826,joy
25827,joy
25828,joy
25829,joy
25830,joy
25831,joy
25832,joy
25833,joy
25834,joy
25835,joy
25836,joy
25837,neutral
25838,joy
25839,joy
25840,neutral
25841,joy
25842,joy
25843,joy
25844,joy
25845,joy
25846,joy
25847,joy
25848,joy
25849,joy
25850,joy
25851,joy
25852,neutral
25853,neutral
25854,joy
25855,joy
25856,joy
25857,joy
25858,joy
25859,joy
25860,sadness
25861,joy
25862,neutral
25863,joy
25864,joy
25865,joy
25866,neutral
25867,joy
25868,joy
25869,neutral
25870,joy
25871,joy
25872,joy
25873,joy
25874,joy
25875,joy
25876,joy
25877,joy
25878,neutral
25879,joy
25880,joy
25881,joy
25882,neutral
25883,joy
25884,neutral
25885,joy
25886,sadness
25887,disgust
25888,joy
25889,joy
25890,joy
25891,joy
25892,sadness
25893,joy
25894,joy
25895,neutral
25896,joy
25897,neutral
25898,joy
25899,joy
25900,joy
25901,neutral
25902,joy
25903,joy
25904,joy
25905,joy
25906,joy
25907,joy
25908,joy
25909,joy
25910,joy
25911,neutral
25912,neutral
25913,joy
25914,joy
25915,joy
25916,joy
25917,sadness
25918,joy
25919,joy
25920,joy
25921,joy
25922,neutral
25923,joy
25924,neutral
25925,joy
25926,joy
25927,joy
25928,joy
25929,joy
25930,joy
25931,joy
25932,joy
25933,joy
25934,joy
25935,joy
25936,neutral
25937,neutral
25938,joy
25939,joy
25940,joy
25941,joy
25942,joy
25943,joy
25944,joy
25945,neutral
25946,neutral
25947,joy
25948,joy
25949,neutral
25950,joy
25951,joy
25952,joy
25953,joy
25954,joy
25955,joy
25956,joy
25957,joy
25958,joy
25959,joy
25960,joy
25961,joy
25962,joy
25963,joy
25964,anger
25965,joy
25966,joy
25967,neutral
25968,neutral
25969,sadness
25970,joy
25971,joy
25972,joy
25973,joy
25974,joy
25975,joy
25976,neutral
25977,joy
25978,joy
25979,neutral
25980,joy
25981,joy
25982,joy
25983,joy
25984,neutral
25985,joy
25986,joy
25987,joy
25988,neutral
25989,joy
25990,joy
25991,joy
25992,fear
25993,joy
25994,joy
25995,neutral
25996,joy
25997,joy
25998,neutral
25999,neutral
26000,neutral
26001,disgust
26002,disgust
26003,joy
26004,joy
26005,joy
26006,neutral
26007,neutral
26008,joy
26009,joy
26010,neutral
26011,sadness
26012,neutral
26013,anger
26014,joy
26015,joy
26016,joy
26017,sadness
26018,neutral
26019,joy
26020,neutral
26021,joy
26022,joy
26023,joy
26024,joy
26025,joy
26026,joy
26027,neutral
26028,joy
26029,joy
26030,joy
26031,joy
26032,joy
26033,joy
26034,neutral
26035,joy
26036,joy
26037,joy
26038,joy
26039,joy
26040,sadness
26041,joy
26042,joy
26043,joy
26044,neutral
26045,joy
26046,joy
26047,joy
26048,disgust
26049,joy
26050,joy
26051,joy
26052,joy
26053,neutral
26054,neutral
26055,joy
26056,joy
26057,joy
26058,joy
26059,joy
26060,joy
26061,sadness
26062,sadness
26063,joy
26064,joy
26065,joy
26066,joy
26067,joy
26068,joy
26069,joy
26070,joy
26071,joy
26072,joy
26073,joy
26074,neutral
26075,joy
26076,joy
26077,joy
26078,joy
26079,joy
26080,joy
26081,joy
26082,joy
26083,joy
26084,neutral
26085,joy
26086,joy
26087,joy
26088,joy
26089,joy
26090,joy
26091,joy
26092,joy
26093,joy
26094,neutral
26095,neutral
26096,joy
26097,sadness
26098,joy
26099,joy
26100,joy
26101,joy
26102,joy
26103,sadness
26104,neutral
26105,neutral
26106,joy
26107,neutral
26108,joy
26109,joy
26110,joy
26111,joy
26112,joy
26113,joy
26114,joy
26115,joy
26116,neutral
26117,joy
26118,joy
26119,joy
26120,joy
26121,joy
26122,joy
26123,joy
26124,joy
26125,joy
26126,joy
26127,neutral
26128,joy
26129,joy
26130,joy
26131,joy
26132,joy
26133,joy
26134,joy
26135,joy
26136,joy
26137,neutral
26138,neutral
26139,joy
26140,joy
26141,neutral
26142,joy
26143,neutral
26144,neutral
26145,joy
26146,joy
26147,sadness
26148,joy
26149,sadness
26150,joy
26151,neutral
26152,joy
26153,joy
26154,joy
26155,joy
26156,joy
26157,joy
26158,joy
26159,joy
26160,neutral
26161,neutral
26162,joy
26163,neutral
26164,neutral
26165,joy
26166,joy
26167,joy
26168,joy
26169,joy
26170,joy
26171,joy
26172,joy
26173,joy
26174,joy
26175,neutral
26176,joy
26177,joy
26178,joy
26179,joy
26180,joy
26181,joy
26182,joy
26183,joy
26184,joy
26185,joy
26186,joy
26187,joy
26188,neutral
26189,joy
26190,joy
26191,joy
26192,joy
26193,neutral
26194,neutral
26195,neutral
26196,joy
26197,joy
26198,joy
26199,neutral
26200,neutral
26201,neutral
26202,joy
26203,neutral
26204,joy
26205,joy
26206,joy
26207,joy
26208,joy
26209,joy
26210,joy
26211,joy
26212,joy
26213,joy
26214,joy
26215,joy
26216,neutral
26217,neutral
26218,joy
26219,joy
26220,joy
26221,neutral
26222,joy
26223,disgust
26224,joy
26225,disgust
26226,joy
26227,joy
26228,joy
26229,neutral
26230,joy
26231,neutral
26232,joy
26233,joy
26234,joy
26235,joy
26236,anger
26237,sadness
26238,joy
26239,joy
26240,joy
26241,joy
26242,joy
26243,joy
26244,joy
26245,neutral
26246,joy
26247,neutral
26248,joy
26249,joy
26250,joy
26251,joy
26252,joy
26253,joy
26254,joy
26255,joy
26256,joy
26257,joy
26258,joy
26259,joy
26260,joy
26261,joy
26262,joy
26263,joy
26264,joy
26265,joy
26266,joy
26267,joy
26268,joy
26269,joy
26270,joy
26271,sadness
26272,joy
26273,joy
26274,neutral
26275,joy
26276,joy
26277,joy
26278,joy
26279,joy
26280,neutral
26281,joy
26282,joy
26283,joy
26284,neutral
26285,joy
26286,anger
26287,joy
26288,joy
26289,joy
26290,joy
26291,joy
26292,joy
26293,joy
26294,joy
26295,sadness
26296,neutral
26297,joy
26298,joy
26299,joy
26300,joy
26301,neutral
26302,joy
26303,joy
26304,joy
26305,joy
26306,joy
26307,joy
26308,neutral
26309,joy
26310,joy
26311,joy
26312,joy
26313,joy
26314,joy
26315,joy
26316,joy
26317,joy
26318,joy
26319,joy
26320,anger
26321,joy
26322,disgust
26323,joy
26324,sadness
26325,joy
26326,joy
26327,joy
26328,joy
26329,joy
26330,joy
26331,joy
26332,joy
26333,joy
26334,joy
26335,joy
26336,joy
26337,joy
26338,joy
26339,joy
26340,disgust
26341,joy
26342,joy
26343,joy
26344,joy
26345,neutral
26346,joy
26347,sadness
26348,neutral
26349,joy
26350,anger
26351,joy
26352,neutral
26353,neutral
26354,anger
26355,joy
26356,joy
26357,joy
26358,joy
26359,sadness
26360,joy
26361,joy
26362,joy
26363,joy
26364,sadness
26365,joy
26366,joy
26367,joy
26368,joy
26369,joy
26370,joy
26371,anger
26372,joy
26373,sadness
26374,sadness
26375,joy
26376,joy
26377,neutral
26378,sadness
26379,joy
26380,joy
26381,joy
26382,joy
26383,neutral
26384,joy
26385,joy
26386,disgust
26387,sadness
26388,joy
26389,joy
26390,joy
26391,joy
26392,joy
26393,joy
26394,joy
26395,joy
26396,joy
26397,joy
26398,neutral
26399,joy
26400,neutral
26401,joy
26402,anger
26403,joy
26404,joy
26405,joy
26406,neutral
26407,joy
26408,joy
26409,joy
26410,joy
26411,joy
26412,joy
26413,neutral
26414,neutral
26415,neutral
26416,joy
26417,joy
26418,neutral
26419,joy
26420,joy
26421,joy
26422,joy
26423,joy
26424,anger
26425,joy
26426,joy
26427,joy
26428,joy
26429,joy
26430,anger
26431,joy
26432,joy
26433,joy
26434,neutral
26435,joy
26436,joy
26437,joy
26438,joy
26439,neutral
26440,joy
26441,joy
26442,joy
26443,joy
26444,joy
26445,joy
26446,joy
26447,joy
26448,joy
26449,joy
26450,joy
26451,joy
26452,joy
26453,joy
26454,joy
26455,neutral
26456,joy
26457,joy
26458,joy
26459,joy
26460,joy
26461,joy
26462,joy
26463,joy
26464,joy
26465,joy
26466,joy
26467,joy
26468,joy
26469,neutral
26470,joy
26471,joy
26472,joy
26473,joy
26474,joy
26475,joy
26476,joy
26477,joy
26478,joy
26479,joy
26480,joy
26481,joy
26482,joy
26483,joy
26484,joy
26485,neutral
26486,joy
26487,joy
26488,joy
26489,joy
26490,joy
26491,joy
26492,joy
26493,joy
26494,joy
26495,joy
26496,neutral
26497,joy
26498,joy
26499,joy
26500,joy
26501,joy
26502,joy
26503,joy
26504,joy
26505,joy
26506,neutral
26507,joy
26508,neutral
26509,joy
26510,joy
26511,joy
26512,joy
26513,joy
26514,joy
26515,joy
26516,joy
26517,neutral
26518,joy
26519,joy
26520,joy
26521,joy
26522,joy
26523,joy
26524,disgust
26525,joy
26526,joy
26527,joy
26528,joy
26529,joy
26530,joy
26531,joy
26532,joy
26533,joy
26534,joy
26535,joy
26536,joy
26537,joy
26538,joy
26539,joy
26540,joy
26541,joy
26542,anger
26543,joy
26544,joy
26545,joy
26546,joy
26547,neutral
26548,joy
26549,joy
26550,joy
26551,joy
26552,joy
26553,joy
26554,neutral
26555,joy
26556,joy
26557,anger
26558,joy
26559,joy
26560,joy
26561,joy
26562,joy
26563,joy
26564,joy
26565,joy
26566,joy
26567,joy
26568,neutral
26569,joy
26570,joy
26571,sadness
26572,joy
26573,joy
26574,joy
26575,joy
26576,joy
26577,joy
26578,joy
26579,joy
26580,joy
26581,joy
26582,disgust
26583,joy
26584,joy
26585,joy
26586,joy
26587,joy
26588,sadness
26589,joy
26590,joy
26591,joy
26592,joy
26593,joy
26594,joy
26595,joy
26596,joy
26597,joy
26598,joy
26599,joy
26600,joy
26601,neutral
26602,joy
26603,joy
26604,joy
26605,joy
26606,joy
26607,joy
26608,joy
26609,joy
26610,joy
26611,joy
26612,joy
26613,joy
26614,joy
26615,joy
26616,joy
26617,joy
26618,neutral
26619,joy
26620,joy
26621,joy
26622,joy
26623,joy
26624,joy
26625,joy
26626,sadness
26627,joy
26628,joy
26629,neutral
26630,joy
26631,joy
26632,joy
26633,joy
26634,joy
26635,joy
26636,joy
26637,joy
26638,joy
26639,joy
26640,joy
26641,joy
26642,joy
26643,joy
26644,joy
26645,neutral
26646,joy
26647,joy
26648,joy
26649,joy
26650,joy
26651,joy
26652,joy
26653,joy
26654,joy
26655,joy
26656,joy
26657,joy
26658,joy
26659,joy
26660,joy
26661,neutral
26662,joy
26663,sadness
26664,joy
26665,joy
26666,joy
26667,joy
26668,neutral
26669,joy
26670,joy
26671,joy
26672,joy
26673,sadness
26674,joy
26675,joy
26676,joy
26677,joy
26678,joy
26679,joy
26680,joy
26681,joy
26682,joy
26683,joy
26684,joy
26685,joy
26686,neutral
26687,joy
26688,joy
26689,joy
26690,sadness
26691,joy
26692,joy
26693,joy
26694,joy
26695,joy
26696,joy
26697,joy
26698,sadness
26699,joy
26700,joy
26701,joy
26702,neutral
26703,joy
26704,joy
26705,joy
26706,joy
26707,joy
26708,joy
26709,joy
26710,joy
26711,joy
26712,joy
26713,joy
26714,neutral
26715,joy
26716,joy
26717,joy
26718,joy
26719,neutral
26720,joy
26721,joy
26722,anger
26723,joy
26724,sadness
26725,joy
26726,joy
26727,joy
26728,joy
26729,sadness
26730,joy
26731,joy
26732,joy
26733,joy
26734,neutral
26735,joy
26736,joy
26737,joy
26738,joy
26739,joy
